Thread Frame #,Time spent in reading the frame (seconds) from web camera
125,0.018712399999998297
126,0.06540269999999992
127,0.04584270000000146
128,0.049971800000001565
129,0.05228360000000265
130,0.03419710000000009
131,0.03327420000000103
132,0.044606899999998006
133,0.06066200000000066
134,0.077665599999996
135,0.0687891000000036
136,0.016912300000001323
137,0.07016679999999553
138,0.09242059999999697
139,0.09341719999999754
140,0.017671700000001067
141,0.02382479999999987
142,0.059621700000001
143,0.015899400000002117
144,0.056919499999999346
145,0.06440979999999996
146,0.05573299999999648
147,0.01995860000000249
148,0.06557569999999657
149,0.06544350000000065
150,0.060934499999994785
151,0.04812650000000218
152,0.037414800000000525
153,0.05689040000000034
154,0.05700199999999711
155,0.07598209999999739
156,0.04368829999999946
157,0.05446350000000422
158,0.028740499999997837
159,0.06618749999999807
160,0.07271479999999997
161,0.05723740000000532
162,0.07533630000000358
163,0.02018120000000323
164,0.04169199999999762
165,0.060273499999993874
166,0.04554970000000225
167,0.057093399999999406
168,0.017128700000000663
169,0.05781970000000314
170,0.06890460000000331
171,0.04442179999999496
172,0.07279439999999937
173,0.020666699999999594
174,0.049954899999995916
175,0.072974600000002
176,0.08610869999999693
177,0.02692569999999961
178,0.04525699999999944
179,0.03048379999999895
180,0.05194980000000271
181,0.048203299999997284
182,0.025287099999999896
183,0.10305920000000413
184,0.020913999999997657
185,0.05648910000000029
186,0.046906900000003304
187,0.016572400000001153
188,0.07093210000000028
189,0.05564820000000026
190,0.06402219999999659
191,0.02104839999999797
192,0.05614530000000428
193,0.06552959999999786
194,0.07077010000000428
195,0.08328619999999631
196,0.08717970000000008
197,0.03708400000000012
198,0.03825169999999645
199,0.06524189999999663
200,0.06841999999999615
201,0.04722290000000129
202,0.048939599999997085
203,0.057368799999999
204,0.04563549999999594
205,0.03313290000000535
206,0.046714500000000214
207,0.024525900000000433
208,0.06297020000000231
209,0.08138180000000261
210,0.06102589999999708
211,0.05067199999999872
212,0.02772470000000027
213,0.06097360000000407
214,0.07700739999999939
215,0.02969579999999894
216,0.06875650000000633
217,0.027602899999997987
218,0.03883160000000174
219,0.07506589999999846
220,0.026983600000001218
221,0.05742649999999827
222,0.023950800000001493
223,0.06968109999999683
224,0.0797877999999983
225,0.06862160000000017
226,0.060913599999999235
227,0.09011550000000312
228,0.038830099999998424
229,0.03174659999999818
230,0.02036170000000226
231,0.05269590000000335
232,0.03891800000000245
233,0.05430839999999648
234,0.021305599999998037
235,0.05581399999999803
236,0.0949085000000025
237,0.02600360000000279
238,0.0777764999999988
239,0.03947380000000322
240,0.021838300000005972
241,0.07643600000000106
242,0.07571339999999793
243,0.02967429999999638
244,0.081032399999998
245,0.03041650000000118
246,0.038107300000000066
247,0.03188970000000069
248,0.06546280000000593
249,0.06295850000000058
250,0.024818100000004506
251,0.051853999999998734
252,0.055665799999999876
253,0.0454724000000013
254,0.06739489999999648
255,0.04236230000000063
256,0.04273030000000233
257,0.0365587000000005
258,0.056648000000002696
259,0.05533640000000162
260,0.059960799999998926
261,0.04129839999999518
262,0.029522000000000048
263,0.05384700000000464
264,0.05081350000000384
265,0.024991100000001154
266,0.08348279999999875
267,0.021247400000000027
268,0.026761700000001554
269,0.07474030000000198
270,0.025657700000003558
271,0.05606789999999506
272,0.047632499999998856
273,0.022938899999999762
274,0.03818840000000279
275,0.06210030000000444
276,0.07884509999999523
277,0.051941899999995655
278,0.021511199999999064
279,0.027702700000006075
280,0.0679800000000057
281,0.07085719999999895
282,0.03838569999999919
283,0.07605699999999871
284,0.07340570000000213
285,0.07008460000000127
286,0.040911099999995315
287,0.033134199999999225
288,0.02780880000000252
289,0.09776949999999829
290,0.03416750000000235
291,0.05016429999999872
292,0.059813300000001846
293,0.08462979999999476
294,0.0630895000000038
295,0.09138010000000207
296,0.029467799999999045
297,0.05783579999999944
298,0.03408049999999463
299,0.04449620000000465
300,0.07589300000000065
301,0.03568620000000067
302,0.07270809999999983
303,0.028371700000001
304,0.022131699999995647
305,0.0721816000000004
306,0.05765039999999999
307,0.05037200000000297
308,0.01887010000000089
309,0.05944560000000365
310,0.06927470000000113
311,0.05600350000000276
312,0.05277639999999906
313,0.0337060999999963
314,0.04227730000000207
315,0.056638900000002934
316,0.0771858000000023
317,0.052298700000001475
318,0.059025400000003
319,0.056972700000002874
320,0.020937500000002274
321,0.04728219999999794
322,0.05582499999999868
323,0.03504810000000447
324,0.03847120000000359
325,0.06422339999999593
326,0.08243510000000498
327,0.03160859999999843
328,0.06771530000000325
329,0.02455330000000089
330,0.06239349999999888
331,0.06501229999999936
332,0.07423670000000016
333,0.04346269999999919
334,0.04002270000000152
335,0.023052500000005693
336,0.06070700000000073
337,0.03885829999999402
338,0.06768149999999906
339,0.03036740000000293
340,0.03961579999999998
341,0.08057960000000008
342,0.030467299999997977
343,0.03543170000000373
344,0.04617329999999953
345,0.049843000000002746
346,0.028661800000001847
347,0.053910999999999376
348,0.0754823999999985
349,0.06416109999999975
350,0.03371580000000307
351,0.06593690000000407
352,0.041930700000001764
353,0.09336100000000158
354,0.05758250000000231
355,0.04353189999999785
356,0.07355809999999963
357,0.016976100000000827
358,0.04331950000000262
359,0.08385599999999727
360,0.017275699999999006
361,0.04910179999999542
362,0.09915110000000027
363,0.028322499999994477
364,0.0653458000000029
365,0.016135299999994857
366,0.04371469999999533
367,0.07974120000000084
368,0.06284670000000148
369,0.04263450000000546
370,0.05211320000000086
371,0.07659660000000201
372,0.033592299999995134
373,0.04342340000000178
374,0.06895799999999497
375,0.10983229999999367
376,0.03417720000000202
377,0.03338109999999972
378,0.017818200000000672
379,0.06810519999999798
380,0.04547640000000541
381,0.08104469999999964
382,0.052982000000000085
383,0.0437145000000001
384,0.043281799999995485
385,0.025547699999997064
386,0.05965119999999757
387,0.05662400000000645
388,0.11674119999999988
389,0.021796399999999494
390,0.0357972999999987
391,0.06588390000000288
392,0.03265530000000183
393,0.04180860000000308
394,0.05327280000000201
395,0.01706940000000401
396,0.04596800000000201
397,0.08861759999999919
398,0.04370399999999819
399,0.103722800000007
400,0.03564839999999947
401,0.02993380000000201
402,0.03531610000000285
403,0.0506859999999989
404,0.09857229999999362
405,0.03147580000000261
406,0.06333800000000167
407,0.031838499999999215
408,0.04874540000000138
409,0.06747429999999355
410,0.08610809999999702
411,0.028850099999999657
412,0.0737230000000011
413,0.053522300000004464
414,0.08111470000000054
415,0.06629629999999764
416,0.03218040000000144
417,0.09126979999999918
418,0.0754778000000016
419,0.05206110000000308
420,0.036854099999999335
421,0.09343960000000351
422,0.08757570000000214
423,0.09420389999999657
424,0.033723000000001946
425,0.03321070000000503
426,0.08105299999999716
427,0.07400789999999802
428,0.04213000000000022
429,0.04742770000000007
430,0.02793639999999442
431,0.04582040000000376
432,0.015986099999999226
433,0.10846849999999364
434,0.06328190000000689
435,0.02521830000000591
436,0.055214399999997
437,0.07637869999999225
438,0.0287752999999924
439,0.06769970000000569
440,0.02336320000000569
441,0.05892629999999599
442,0.05766509999999414
443,0.0742976000000084
444,0.04752740000000699
445,0.04279859999999758
446,0.045046299999995654
447,0.048222800000004895
448,0.06624060000000043
449,0.06326409999999782
450,0.06286160000000507
451,0.08308719999999425
452,0.024075600000003305
453,0.0682410999999945
454,0.021717699999996398
455,0.0831359999999961
456,0.02890270000000328
457,0.0740955999999926
458,0.03403889999999876
459,0.040368200000003185
460,0.06542400000000725
461,0.04249389999999664
462,0.07326009999999883
463,0.04392760000000351
464,0.022386699999998427
465,0.035195700000002716
466,0.08924659999999562
467,0.027892000000008466
468,0.06878859999999065
469,0.018793900000005692
470,0.05784870000000808
471,0.0620078000000035
472,0.03709940000000245
473,0.08712850000000572
474,0.020203899999998498
475,0.06287559999999814
476,0.040957300000002306
477,0.09310729999999978
478,0.05837220000000798
479,0.09446959999999649
480,0.022653300000001764
481,0.07849819999999852
482,0.026629899999988993
483,0.02624899999999286
484,0.06891129999999634
485,0.038652700000000095
486,0.037416100000001506
487,0.09939880000000301
488,0.034812000000002286
489,0.04537000000000546
490,0.04113929999999755
491,0.05347060000001136
492,0.07909050000000661
493,0.052716699999990624
494,0.05523469999999975
495,0.041378899999998
496,0.054683999999994626
497,0.06399069999999085
498,0.026208999999994376
499,0.08627280000000326
500,0.03951429999999334
501,0.05395009999999445
502,0.018058199999998692
503,0.05454419999999516
504,0.07510619999999335
505,0.036130500000012944
506,0.05612039999999752
507,0.04584950000000276
508,0.020350800000002778
509,0.11345590000000527
510,0.0628806999999938
511,0.19760579999999095
512,0.015794099999993705
513,0.01725520000000813
514,0.023750899999996022
515,0.022659300000000826
516,0.05974789999999075
517,0.04006069999999795
518,0.07287010000000294
519,0.01761709999999539
520,0.06429279999998982
521,0.06985210000000563
522,0.07275520000000313
523,0.06104019999999366
524,0.020185799999993037
525,0.07714730000000714
526,0.03747669999999914
527,0.05729759999999828
528,0.05081309999999917
529,0.03263180000000432
530,0.0579905000000025
531,0.06746889999999439
532,0.08337429999998847
533,0.06164059999998983
534,0.03777130000000284
535,0.0988721999999882
536,0.0708647999999954
537,0.026649999999989404
538,0.055873399999995854
539,0.04776130000000478
540,0.05914459999999622
